project_id,date,forks,committer_id,commits,commit_comment,req_opened,req_closed,req_merged,other,issue,issue_comment,watchers
1511227,2014-03-19,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-03-20,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-03-21,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-03-22,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-03-23,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-03-24,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-03-25,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-03-26,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-03-27,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-03-28,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-03-29,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-03-30,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-03-31,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-04-01,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-04-02,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-04-03,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-04-04,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-04-05,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-04-06,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-04-07,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-04-08,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-04-09,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-04-10,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-04-11,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-04-12,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-04-13,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-04-14,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-04-15,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-04-16,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-04-17,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-04-18,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-04-19,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-04-20,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-04-21,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-04-22,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-04-23,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-04-24,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-04-25,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-04-26,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-04-27,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-04-28,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-04-29,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-04-30,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-05-01,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-05-02,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-05-03,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-05-04,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-05-05,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-05-06,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-05-07,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-05-08,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-05-09,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-05-10,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-05-11,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-05-12,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-05-13,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-05-14,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-05-15,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-05-16,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-05-17,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-05-18,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-05-19,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-05-20,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-05-21,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-05-22,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-05-23,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-05-24,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-05-25,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-05-26,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-05-27,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-05-28,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-05-29,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-05-30,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-05-31,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-06-01,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-06-02,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-06-03,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-06-04,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-06-05,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-06-06,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-06-07,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-06-08,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-06-09,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-06-10,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-06-11,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-06-12,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-06-13,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-06-14,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-06-15,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-06-16,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-06-17,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-06-18,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-06-19,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-06-20,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-06-21,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-06-22,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-06-23,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-06-24,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-06-25,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-06-26,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-06-27,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-06-28,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-06-29,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-06-30,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-07-01,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-07-02,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-07-03,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-07-04,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-07-05,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-07-06,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-07-07,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-07-08,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-07-09,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-07-10,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-07-11,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-07-12,0,{},0,0,0,0,0,0,0,0,1
1511227,2014-07-13,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-07-14,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-07-15,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-07-16,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-07-17,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-07-18,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-07-19,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-07-20,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-07-21,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-07-22,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-07-23,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-07-24,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-07-25,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-07-26,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-07-27,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-07-28,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-07-29,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-07-30,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-07-31,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-08-01,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-08-02,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-08-03,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-08-04,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-08-05,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-08-06,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-08-07,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-08-08,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-08-09,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-08-10,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-08-11,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-08-12,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-08-13,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-08-14,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-08-15,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-08-16,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-08-17,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-08-18,0,{},0,0,0,0,0,0,0,0,0
1511227,2014-08-19,0,{46621: 1},1,0,0,1,0,0,0,1,1
