project_id,date,forks,committer_id,commits,commit_comment,req_opened,req_closed,req_merged,other,issue,issue_comment,watchers
1522158,2012-10-04,0,{},0,0,0,0,0,0,0,0,0
1522158,2012-10-05,0,{},0,0,0,0,0,0,0,0,0
1522158,2012-10-06,0,{},0,0,0,0,0,0,0,0,0
1522158,2012-10-07,0,{},0,0,0,0,0,0,0,0,0
1522158,2012-10-08,0,{},0,0,0,0,0,0,0,0,0
1522158,2012-10-09,0,{},0,0,0,0,0,0,0,0,0
1522158,2012-10-10,0,{},0,0,0,0,0,0,0,0,0
1522158,2012-10-11,0,{},0,0,0,0,0,0,0,0,0
1522158,2012-10-12,0,{},0,0,0,0,0,0,0,0,0
1522158,2012-10-13,0,{},0,0,0,0,0,0,0,0,0
1522158,2012-10-14,0,{},0,0,0,0,0,0,0,0,0
1522158,2012-10-15,0,{},0,0,0,0,0,0,0,0,0
1522158,2012-10-16,0,{},0,0,0,0,0,0,0,0,0
1522158,2012-10-17,0,{},0,0,0,0,0,0,0,0,0
1522158,2012-10-18,0,{},0,0,0,0,0,0,0,0,0
1522158,2012-10-19,0,{5361: 2},2,0,0,0,0,0,0,0,0
